0,46.78044002280206,23.618332981353664,46.77230011963115,23.62068437178413
1,46.77616450377862,23.59400715848345,46.76633858803558,23.617231188327
2,46.762985348891505,23.61656754648407,46.75472883018863,23.55896858982625
3,46.78136210413149,23.62147160468226,46.7569103556698,23.582769630269595
4,46.77061102332854,23.5981020810397,46.75358363243161,23.561816776198153
5,46.76178087267304,23.572472449214274,46.75069403365155,23.550892496699774
6,46.7568116898089,23.56231385015993,46.755130103647,23.582048076878547
7,46.78167368510632,23.619143775216383,46.75238433789624,23.560597524740476
8,46.781128873943466,23.610128640379088,46.76160977174059,23.560752763627065
9,46.78063054899151,23.614952603136476,46.76956212522306,23.617329656213283
